CODCLIFOR;DOCUMENTO;TIPODOCUMENTO;ESERCIZIO;TIPODOC;NUMERODOC;BIS;DATADOC;DATASCADENZA;IMPORTOSCEURO;ESITO;DSCESITO;DATAPAGEFF;IDTESTA
C  2123;FTE/2016/966;Fatt. clienti estero;2016;FTE;966;;2016-05-30 00:00:00.000;2016-06-30 00:00:00.000;17593.0000;2;PAGATO;2016-08-17 00:00:00.000;420914
C  2297;FTE/2016/968;Fatt. clienti estero;2016;FTE;968;;2016-05-31 00:00:00.000;2016-08-29 00:00:00.000;18573.6100;2;PAGATO;2016-09-16 00:00:00.000;420918
C  2487;FTE/2016/970;Fatt. clienti estero;2016;FTE;970;;2016-05-31 00:00:00.000;2016-06-30 00:00:00.000;72196.2000;2;PAGATO;2016-06-27 00:00:00.000;420992
C  1049;FTE/2016/972;Fatt. clienti estero;2016;FTE;972;;2016-05-31 00:00:00.000;2016-07-31 00:00:00.000;236.2500;2;PAGATO;2016-08-19 00:00:00.000;420999
C  2404;FTE/2016/975;Fatt. clienti estero;2016;FTE;975;;2016-05-31 00:00:00.000;2016-07-31 00:00:00.000;25360.0000;2;PAGATO;2016-09-13 00:00:00.000;421045
C  1701;FTE/2016/977;Fatt. clienti estero;2016;FTE;977;;2016-05-31 00:00:00.000;2016-09-28 00:00:00.000;28076.7000;2;PAGATO;2016-10-12 00:00:00.000;421049
C  2762;FTE/2016/980;Fatt. clienti estero;2016;FTE;980;;2016-06-01 00:00:00.000;2016-07-31 00:00:00.000;20160.0000;2;PAGATO;2016-08-11 00:00:00.000;421054
C  1040;FTE/2016/982;Fatt. clienti estero;2016;FTE;982;;2016-06-01 00:00:00.000;2016-09-30 00:00:00.000;3510.0000;2;PAGATO;2016-10-12 00:00:00.000;421066
C   102;NC3/2016/2314;NCC su fatt.servizi;2016;NC3;2314;;2016-05-31 00:00:00.000;2016-05-31 00:00:00.000;3700.0000;2;PAGATO;2016-06-21 00:00:00.000;421093
C  2335;FTS/2016/2316;Fattura servizi;2016;FTS;2316;;2016-05-31 00:00:00.000;2016-07-31 00:00:00.000;2981.6800;2;PAGATO;2016-08-12 00:00:00.000;421098
C  1001;FTE/2016/984;Fatt. clienti estero;2016;FTE;984;;2016-06-01 00:00:00.000;2016-07-31 00:00:00.000;16679.2000;2;PAGATO;2016-09-07 00:00:00.000;421146
C    67;FTI/2016/2319;Fatt. clienti italia;2016;FTI;2319;;2016-05-31 00:00:00.000;2016-09-30 00:00:00.000;34257.6000;2;PAGATO;2016-10-06 00:00:00.000;421156
C    79;FTI/2016/2321;Fatt. clienti italia;2016;FTI;2321;;2016-05-31 00:00:00.000;2016-09-10 00:00:00.000;1116.3000;2;PAGATO;2016-05-31 00:00:00.000;421159
C    87;FTI/2016/2323;Fatt. clienti italia;2016;FTI;2323;;2016-05-31 00:00:00.000;2016-08-31 00:00:00.000;36634.1600;2;PAGATO;2016-09-12 00:00:00.000;421161
C    93;FTI/2016/2325;Fatt. clienti italia;2016;FTI;2325;;2016-05-31 00:00:00.000;2016-08-31 00:00:00.000;9763.9000;2;PAGATO;2016-09-08 00:00:00.000;421163
C   114;FTI/2016/2327;Fatt. clienti italia;2016;FTI;2327;;2016-05-31 00:00:00.000;2016-09-10 00:00:00.000;7719.5500;2;PAGATO;2016-05-31 00:00:00.000;421166
C   148;FTI/2016/2329;Fatt. clienti italia;2016;FTI;2329;;2016-05-31 00:00:00.000;2016-09-10 00:00:00.000;32509.8300;2;PAGATO;2016-05-31 00:00:00.000;421168
C   173;FTI/2016/2331;Fatt. clienti italia;2016;FTI;2331;;2016-05-31 00:00:00.000;2016-09-30 00:00:00.000;16090.5800;2;PAGATO;2016-05-31 00:00:00.000;421170
C   229;FTI/2016/2333;Fatt. clienti italia;2016;FTI;2333;;2016-05-31 00:00:00.000;2016-09-10 00:00:00.000;27480.0100;2;PAGATO;2016-05-31 00:00:00.000;421173
C   264;FTI/2016/2335;Fatt. clienti italia;2016;FTI;2335;;2016-05-31 00:00:00.000;2016-07-31 00:00:00.000;114.3800;2;PAGATO;2016-05-31 00:00:00.000;421175
C   290;FTI/2016/2337;Fatt. clienti italia;2016;FTI;2337;;2016-05-31 00:00:00.000;2016-08-31 00:00:00.000;22757.6000;2;PAGATO;2016-09-21 00:00:00.000;421177
C   300;FTI/2016/2339;Fatt. clienti italia;2016;FTI;2339;;2016-05-31 00:00:00.000;2016-09-10 00:00:00.000;4758.0000;2;PAGATO;2016-05-31 00:00:00.000;421179
C   342;FTI/2016/2341;Fatt. clienti italia;2016;FTI;2341;;2016-05-31 00:00:00.000;2016-09-10 00:00:00.000;9274.4400;2;PAGATO;2016-05-31 00:00:00.000;421183
C   362;FTI/2016/2344;Fatt. clienti italia;2016;FTI;2344;;2016-05-31 00:00:00.000;2016-09-30 00:00:00.000;17334.5300;2;PAGATO;2016-05-31 00:00:00.000;421187
C   430;FTI/2016/2346;Fatt. clienti italia;2016;FTI;2346;;2016-05-31 00:00:00.000;2016-07-31 00:00:00.000;4622.8200;2;PAGATO;2016-05-31 00:00:00.000;421189
C   469;FTI/2016/2348;Fatt. clienti italia;2016;FTI;2348;;2016-05-31 00:00:00.000;2016-07-31 00:00:00.000;3773.5000;2;PAGATO;2016-08-01 00:00:00.000;421191
C   480;FTI/2016/2350;Fatt. clienti italia;2016;FTI;2350;;2016-05-31 00:00:00.000;2016-09-28 00:00:00.000;220447.6600;2;PAGATO;2016-10-24 00:00:00.000;421193
C   513;FTI/2016/2353;Fatt. clienti italia;2016;FTI;2353;;2016-05-31 00:00:00.000;2016-07-31 00:00:00.000;2074.0000;2;PAGATO;2016-05-31 00:00:00.000;421196
C   563;FTI/2016/2355;Fatt. clienti italia;2016;FTI;2355;;2016-05-31 00:00:00.000;2016-09-10 00:00:00.000;54015.9900;2;PAGATO;2016-05-31 00:00:00.000;421198
C   650;FTI/2016/2357;Fatt. clienti italia;2016;FTI;2357;;2016-05-31 00:00:00.000;2016-07-31 00:00:00.000;4978.3300;2;PAGATO;2016-05-31 00:00:00.000;421200
C   676;FTI/2016/2360;Fatt. clienti italia;2016;FTI;2360;;2016-05-31 00:00:00.000;2016-09-30 00:00:00.000;24950.2200;2;PAGATO;2016-10-04 00:00:00.000;421203
C   688;FTI/2016/2362;Fatt. clienti italia;2016;FTI;2362;;2016-05-31 00:00:00.000;2016-09-10 00:00:00.000;2390.9000;2;PAGATO;2016-05-31 00:00:00.000;421205
C   842;FTI/2016/2365;Fatt. clienti italia;2016;FTI;2365;;2016-05-31 00:00:00.000;2016-07-31 00:00:00.000;19480.4700;2;PAGATO;2016-05-31 00:00:00.000;421208
C   884;FTI/2016/2367;Fatt. clienti italia;2016;FTI;2367;;2016-05-31 00:00:00.000;2016-09-10 00:00:00.000;14991.3600;2;PAGATO;2016-09-12 00:00:00.000;421210
C   927;FTI/2016/2369;Fatt. clienti italia;2016;FTI;2369;;2016-05-31 00:00:00.000;2016-05-31 00:00:00.000;2221.8600;2;PAGATO;2016-05-31 00:00:00.000;421212
C   940;FTI/2016/2371;Fatt. clienti italia;2016;FTI;2371;;2016-05-31 00:00:00.000;2016-09-10 00:00:00.000;37129.9700;2;PAGATO;2016-05-31 00:00:00.000;421214
C  1089;FTI/2016/2372;Fatt. clienti italia;2016;FTI;2372;;2016-05-31 00:00:00.000;2016-09-10 00:00:00.000;4693.8000;3;INSOLUTO;2016-05-31 00:00:00.000;421215
C  1157;FTI/2016/2375;Fatt. clienti italia;2016;FTI;2375;;2016-05-31 00:00:00.000;2016-07-31 00:00:00.000;74389.2000;2;PAGATO;2016-07-13 00:00:00.000;421219
C  1208;FTI/2016/2377;Fatt. clienti italia;2016;FTI;2377;;2016-05-31 00:00:00.000;2016-07-31 00:00:00.000;5856.0000;4;INSOLUTO PAGATO;2016-08-08 00:00:00.000;421221
C  1268;FTI/2016/2379;Fatt. clienti italia;2016;FTI;2379;;2016-05-31 00:00:00.000;2016-09-28 00:00:00.000;817.4000;2;PAGATO;2016-10-24 00:00:00.000;421224
C  1329;FTI/2016/2381;Fatt. clienti italia;2016;FTI;2381;;2016-05-31 00:00:00.000;2016-07-31 00:00:00.000;137.2500;2;PAGATO;2016-05-31 00:00:00.000;421226
C  1349;FTI/2016/2383;Fatt. clienti italia;2016;FTI;2383;;2016-05-31 00:00:00.000;2016-09-10 00:00:00.000;9302.0000;2;PAGATO;2016-05-31 00:00:00.000;421228
C  1398;FTI/2016/2385;Fatt. clienti italia;2016;FTI;2385;;2016-05-31 00:00:00.000;2016-07-31 00:00:00.000;1101.6600;2;PAGATO;2016-05-31 00:00:00.000;421230
C  1412;FTI/2016/2387;Fatt. clienti italia;2016;FTI;2387;;2016-05-31 00:00:00.000;2016-06-30 00:00:00.000;17545.9800;2;PAGATO;2016-05-31 00:00:00.000;421232
C  1438;FTI/2016/2389;Fatt. clienti italia;2016;FTI;2389;;2016-05-31 00:00:00.000;2016-10-10 00:00:00.000;335.5000;2;PAGATO;2016-05-31 00:00:00.000;421234
C  1636;FTI/2016/2391;Fatt. clienti italia;2016;FTI;2391;;2016-05-31 00:00:00.000;2016-09-10 00:00:00.000;192.1500;2;PAGATO;2016-05-31 00:00:00.000;421236
C  1714;FTI/2016/2394;Fatt. clienti italia;2016;FTI;2394;;2016-05-31 00:00:00.000;2016-08-31 00:00:00.000;1085.8000;2;PAGATO;2016-09-09 00:00:00.000;421239
C  1754;FTI/2016/2397;Fatt. clienti italia;2016;FTI;2397;;2016-05-31 00:00:00.000;2016-07-31 00:00:00.000;259.2500;2;PAGATO;2016-05-31 00:00:00.000;421242
C  1775;FTI/2016/2399;Fatt. clienti italia;2016;FTI;2399;;2016-05-31 00:00:00.000;2016-09-30 00:00:00.000;17568.0000;2;PAGATO;2016-10-06 00:00:00.000;421244
C  1808;FTI/2016/2401;Fatt. clienti italia;2016;FTI;2401;;2016-05-31 00:00:00.000;2016-07-31 00:00:00.000;215.0000;2;PAGATO;2016-05-31 00:00:00.000;421246
C  2404;FTE/2016/1331;Fatt. clienti estero;2016;FTE;1331;;2016-07-22 00:00:00.000;2016-09-30 00:00:00.000;21747.4000;2;PAGATO;2016-11-04 00:00:00.000;427184
C  1058;FTE/2016/1333;Fatt. clienti estero;2016;FTE;1333;;2016-07-22 00:00:00.000;2016-09-30 00:00:00.000;5621.0000;2;PAGATO;2016-09-16 00:00:00.000;427186
C  1499;FTE/2016/1335;Fatt. clienti estero;2016;FTE;1335;;2016-07-25 00:00:00.000;2016-10-23 00:00:00.000;19181.5000;2;PAGATO;2016-11-10 00:00:00.000;427224
C  1531;FTE/2016/1336;Fatt. clienti estero;2016;FTE;1336;;2016-07-25 00:00:00.000;2016-10-23 00:00:00.000;20334.0600;2;PAGATO;2016-11-15 00:00:00.000;427267
C    39;FTI/2016/3210;Fatt. clienti italia;2016;FTI;3210;;2016-07-22 00:00:00.000;2016-09-30 00:00:00.000;4436.8000;2;PAGATO;2016-07-29 00:00:00.000;427274
C    67;FTI/2016/3212;Fatt. clienti italia;2016;FTI;3212;;2016-07-22 00:00:00.000;2016-11-30 00:00:00.000;34960.3200;2;PAGATO;2016-12-12 00:00:00.000;427276
C    77;FTI/2016/3214;Fatt. clienti italia;2016;FTI;3214;;2016-07-22 00:00:00.000;2016-10-31 00:00:00.000;19964.5700;2;PAGATO;2016-07-29 00:00:00.000;427278
C    87;FTI/2016/3216;Fatt. clienti italia;2016;FTI;3216;;2016-07-22 00:00:00.000;2016-10-31 00:00:00.000;11680.2800;2;PAGATO;2016-11-08 00:00:00.000;427280
C   107;FTI/2016/3218;Fatt. clienti italia;2016;FTI;3218;;2016-07-22 00:00:00.000;2016-11-30 00:00:00.000;31373.2800;2;PAGATO;2016-12-12 00:00:00.000;427282
C   173;FTI/2016/3220;Fatt. clienti italia;2016;FTI;3220;;2016-07-22 00:00:00.000;2016-11-30 00:00:00.000;33348.7000;2;PAGATO;2016-07-29 00:00:00.000;427284
C   195;FTI/2016/3222;Fatt. clienti italia;2016;FTI;3222;;2016-07-22 00:00:00.000;2016-07-22 00:00:00.000;757.6200;2;PAGATO;2016-09-06 00:00:00.000;427286
C   263;FTI/2016/3224;Fatt. clienti italia;2016;FTI;3224;;2016-07-22 00:00:00.000;2016-11-10 00:00:00.000;3736.2500;2;PAGATO;2016-07-29 00:00:00.000;427288
C   268;FTI/2016/3226;Fatt. clienti italia;2016;FTI;3226;;2016-07-22 00:00:00.000;2016-11-30 00:00:00.000;5335.7900;2;PAGATO;2016-07-29 00:00:00.000;427290
C   291;FTI/2016/3228;Fatt. clienti italia;2016;FTI;3228;;2016-07-22 00:00:00.000;2016-10-31 00:00:00.000;2214.3000;2;PAGATO;2016-07-29 00:00:00.000;427292
C   320;FTI/2016/3230;Fatt. clienti italia;2016;FTI;3230;;2016-07-22 00:00:00.000;2016-09-30 00:00:00.000;545.9500;2;PAGATO;2016-07-29 00:00:00.000;427294
C   408;FTI/2016/3232;Fatt. clienti italia;2016;FTI;3232;;2016-07-22 00:00:00.000;2016-10-31 00:00:00.000;4948.3200;2;PAGATO;2016-07-29 00:00:00.000;427296
C   480;FTI/2016/3234;Fatt. clienti italia;2016;FTI;3234;;2016-07-22 00:00:00.000;2016-11-19 00:00:00.000;135419.0200;2;PAGATO;2016-12-16 00:00:00.000;427299
C   541;FTI/2016/3236;Fatt. clienti italia;2016;FTI;3236;;2016-07-22 00:00:00.000;2016-10-31 00:00:00.000;3044.4000;2;PAGATO;2016-07-29 00:00:00.000;427301
C   566;FTI/2016/3238;Fatt. clienti italia;2016;FTI;3238;;2016-07-22 00:00:00.000;2016-07-22 00:00:00.000;732.9200;2;PAGATO;2016-07-22 00:00:00.000;427303
C   598;FTI/2016/3240;Fatt. clienti italia;2016;FTI;3240;;2016-07-22 00:00:00.000;2016-10-31 00:00:00.000;6771.0000;2;PAGATO;2016-11-16 00:00:00.000;427305
C   676;FTI/2016/3242;Fatt. clienti italia;2016;FTI;3242;;2016-07-22 00:00:00.000;2016-11-30 00:00:00.000;24712.8100;2;PAGATO;2016-12-02 00:00:00.000;427307
C   681;FTI/2016/3244;Fatt. clienti italia;2016;FTI;3244;;2016-07-22 00:00:00.000;2016-10-31 00:00:00.000;35985.8500;2;PAGATO;2016-11-16 00:00:00.000;427309
C   751;FTI/2016/3246;Fatt. clienti italia;2016;FTI;3246;;2016-07-22 00:00:00.000;2016-10-31 00:00:00.000;838.7500;2;PAGATO;2016-07-29 00:00:00.000;427311
C   884;FTI/2016/3248;Fatt. clienti italia;2016;FTI;3248;;2016-07-22 00:00:00.000;2016-11-10 00:00:00.000;10934.0100;2;PAGATO;2016-11-10 00:00:00.000;427313
C   929;FTI/2016/3250;Fatt. clienti italia;2016;FTI;3250;;2016-07-22 00:00:00.000;2016-09-30 00:00:00.000;635.9300;2;PAGATO;2016-07-29 00:00:00.000;427315
C  1089;FTI/2016/3251;Fatt. clienti italia;2016;FTI;3251;;2016-07-22 00:00:00.000;2016-10-31 00:00:00.000;1025.0000;2;PAGATO;2016-07-29 00:00:00.000;427316
C  1126;FTI/2016/3253;Fatt. clienti italia;2016;FTI;3253;;2016-07-22 00:00:00.000;2016-09-30 00:00:00.000;2869.4400;2;PAGATO;2016-07-29 00:00:00.000;427319
C  1158;FTI/2016/3255;Fatt. clienti italia;2016;FTI;3255;;2016-07-22 00:00:00.000;2016-10-31 00:00:00.000;7246.8000;2;PAGATO;2016-11-04 00:00:00.000;427321
C  1222;FTI/2016/3257;Fatt. clienti italia;2016;FTI;3257;;2016-07-22 00:00:00.000;2016-10-31 00:00:00.000;14508.8000;2;PAGATO;2016-11-11 00:00:00.000;427323
C  1280;FTI/2016/3259;Fatt. clienti italia;2016;FTI;3259;;2016-07-22 00:00:00.000;2016-09-30 00:00:00.000;5758.4000;2;PAGATO;2016-07-29 00:00:00.000;427325
C  1349;FTI/2016/3261;Fatt. clienti italia;2016;FTI;3261;;2016-07-22 00:00:00.000;2016-10-31 00:00:00.000;4419.0000;2;PAGATO;2016-07-29 00:00:00.000;427327
C  1386;FTI/2016/3262;Fatt. clienti italia;2016;FTI;3262;;2016-07-22 00:00:00.000;2016-10-31 00:00:00.000;871.5400;2;PAGATO;2016-07-29 00:00:00.000;427328
C  1412;FTI/2016/3264;Fatt. clienti italia;2016;FTI;3264;;2016-07-22 00:00:00.000;2016-09-10 00:00:00.000;52757.9400;2;PAGATO;2016-07-29 00:00:00.000;427330
C  1792;FTI/2016/3266;Fatt. clienti italia;2016;FTI;3266;;2016-07-22 00:00:00.000;2016-10-31 00:00:00.000;14103.2000;2;PAGATO;2016-07-29 00:00:00.000;427332
C  1829;FTI/2016/3268;Fatt. clienti italia;2016;FTI;3268;;2016-07-22 00:00:00.000;2016-11-30 00:00:00.000;28035.5400;2;PAGATO;2017-01-13 00:00:00.000;427334
C  1861;FTI/2016/3270;Fatt. clienti italia;2016;FTI;3270;;2016-07-22 00:00:00.000;2016-09-30 00:00:00.000;4495.9400;2;PAGATO;2016-07-29 00:00:00.000;427336
C  1930;FTI/2016/3272;Fatt. clienti italia;2016;FTI;3272;;2016-07-22 00:00:00.000;2016-07-22 00:00:00.000;1513.4100;2;PAGATO;2016-07-22 00:00:00.000;427338
C  1965;FTI/2016/3274;Fatt. clienti italia;2016;FTI;3274;;2016-07-22 00:00:00.000;2016-10-10 00:00:00.000;2040.8200;2;PAGATO;2016-07-29 00:00:00.000;427340
C  2002;FTI/2016/3276;Fatt. clienti italia;2016;FTI;3276;;2016-07-22 00:00:00.000;2016-09-30 00:00:00.000;678.6300;2;PAGATO;2016-07-29 00:00:00.000;427342
C  2069;FTI/2016/3278;Fatt. clienti italia;2016;FTI;3278;;2016-07-22 00:00:00.000;2016-10-31 00:00:00.000;6182.9600;2;PAGATO;2016-11-07 00:00:00.000;427344
C  2192;FTI/2016/3280;Fatt. clienti italia;2016;FTI;3280;;2016-07-22 00:00:00.000;2016-09-30 00:00:00.000;4498.7500;2;PAGATO;2016-07-29 00:00:00.000;427346
C  2220;FTI/2016/3281;Fatt. clienti italia;2016;FTI;3281;;2016-07-22 00:00:00.000;2016-11-30 00:00:00.000;4860.0000;2;PAGATO;2016-12-22 00:00:00.000;427347
C  2263;FTI/2016/3283;Fatt. clienti italia;2016;FTI;3283;;2016-07-22 00:00:00.000;2016-09-30 00:00:00.000;711.2600;4;INSOLUTO PAGATO;2017-01-30 00:00:00.000;427349
C  2311;FTI/2016/3284;Fatt. clienti italia;2016;FTI;3284;;2016-07-22 00:00:00.000;2016-09-30 00:00:00.000;393.4500;2;PAGATO;2016-10-11 00:00:00.000;427350
C  2444;FTI/2016/3286;Fatt. clienti italia;2016;FTI;3286;;2016-07-22 00:00:00.000;2016-09-30 00:00:00.000;350.7500;2;PAGATO;2016-07-29 00:00:00.000;427352
C  2502;FTI/2016/3288;Fatt. clienti italia;2016;FTI;3288;;2016-07-22 00:00:00.000;2016-10-31 00:00:00.000;597.8000;2;PAGATO;2016-07-29 00:00:00.000;427354
C  2511;FTI/2016/3290;Fatt. clienti italia;2016;FTI;3290;;2016-07-22 00:00:00.000;2016-09-30 00:00:00.000;930.2500;2;PAGATO;2016-07-29 00:00:00.000;427356
C  2603;FTI/2016/3292;Fatt. clienti italia;2016;FTI;3292;;2016-07-22 00:00:00.000;2016-10-10 00:00:00.000;1844.6400;2;PAGATO;2016-07-29 00:00:00.000;427358
C  2647;FTI/2016/3294;Fatt. clienti italia;2016;FTI;3294;;2016-07-22 00:00:00.000;2016-11-10 00:00:00.000;2327.7600;2;PAGATO;2016-07-29 00:00:00.000;427360
C  2702;FTI/2016/3296;Fatt. clienti italia;2016;FTI;3296;;2016-07-22 00:00:00.000;2016-09-30 00:00:00.000;768.6000;2;PAGATO;2016-07-29 00:00:00.000;427362
C  2734;FTI/2016/3298;Fatt. clienti italia;2016;FTI;3298;;2016-07-22 00:00:00.000;2016-09-10 00:00:00.000;2212.2900;2;PAGATO;2016-07-29 00:00:00.000;427364
C  2772;FTI/2016/3299;Fatt. clienti italia;2016;FTI;3299;;2016-07-22 00:00:00.000;2016-09-30 00:00:00.000;1720.2000;2;PAGATO;2016-07-29 00:00:00.000;427365
C  2813;FTI/2016/3301;Fatt. clienti italia;2016;FTI;3301;;2016-07-22 00:00:00.000;2016-09-30 00:00:00.000;228.7500;2;PAGATO;2016-11-18 00:00:00.000;427367
C  2818;FTI/2016/3303;Fatt. clienti italia;2016;FTI;3303;;2016-07-22 00:00:00.000;2016-09-30 00:00:00.000;507.8300;2;PAGATO;2016-07-29 00:00:00.000;427369
C   422;NC1/2016/3305;NCC res.ven.(qta'val);2016;NC1;3305;;2016-07-22 00:00:00.000;2016-11-30 00:00:00.000;72.5900;2;PAGATO;2016-12-16 00:00:00.000;427393
C  1870;FTE/2016/1340;Fatt. clienti estero;2016;FTE;1340;;2016-07-26 00:00:00.000;2016-10-24 00:00:00.000;23124.0000;2;PAGATO;2016-09-26 00:00:00.000;427422
C  1003;FTE/2016/1342;Fatt. clienti estero;2016;FTE;1342;;2016-07-26 00:00:00.000;2016-09-30 00:00:00.000;33539.0000;2;PAGATO;2016-10-12 00:00:00.000;427424
C  1026;FTE/2016/1344;Fatt. clienti estero;2016;FTE;1344;;2016-07-26 00:00:00.000;2016-11-30 00:00:00.000;23540.0000;2;PAGATO;2016-12-09 00:00:00.000;427427
C  2267;FTE/2016/1346;Fatt. clienti estero;2016;FTE;1346;;2016-07-26 00:00:00.000;2016-10-31 00:00:00.000;10570.5000;2;PAGATO;2016-10-28 00:00:00.000;427431
C  1562;FTE/2016/1348;Fatt. clienti estero;2016;FTE;1348;;2016-07-26 00:00:00.000;2016-09-24 00:00:00.000;14468.5100;2;PAGATO;2016-09-06 00:00:00.000;427462
C  2283;FTE/2016/1350;Fatt. clienti estero;2016;FTE;1350;;2016-07-26 00:00:00.000;2016-09-24 00:00:00.000;34200.0000;2;PAGATO;2016-08-09 00:00:00.000;427526
C   480;NC2/2016/3306;NCC ret.val.vend.;2016;NC2;3306;;2016-07-22 00:00:00.000;2016-11-19 00:00:00.000;634.6400;2;PAGATO;2016-12-06 00:00:00.000;427544
C  2326;FTE/2016/1353;Fatt. clienti estero;2016;FTE;1353;;2016-07-26 00:00:00.000;2016-10-31 00:00:00.000;20157.4000;2;PAGATO;2016-11-16 00:00:00.000;427569
C  1870;FTE/2016/1355;Fatt. clienti estero;2016;FTE;1355;;2016-07-26 00:00:00.000;2016-10-24 00:00:00.000;18086.8000;2;PAGATO;2016-10-26 00:00:00.000;427572
C  2580;FTE/2016/1357;Fatt. clienti estero;2016;FTE;1357;;2016-07-26 00:00:00.000;2016-09-30 00:00:00.000;16064.4000;2;PAGATO;2016-10-18 00:00:00.000;427574
C  2297;FTE/2016/1359;Fatt. clienti estero;2016;FTE;1359;;2016-07-27 00:00:00.000;2016-10-25 00:00:00.000;20876.2000;2;PAGATO;2016-11-28 00:00:00.000;427647
C  1531;FTE/2016/1362;Fatt. clienti estero;2016;FTE;1362;;2016-07-27 00:00:00.000;2016-10-25 00:00:00.000;18449.7400;2;PAGATO;2016-11-17 00:00:00.000;427675
C  2302;FTE/2016/1364;Fatt. clienti estero;2016;FTE;1364;;2016-07-27 00:00:00.000;2016-09-25 00:00:00.000;7081.3000;2;PAGATO;2016-09-27 00:00:00.000;427695
C  2659;FTE/2016/1366;Fatt. clienti estero;2016;FTE;1366;;2016-07-28 00:00:00.000;2016-07-28 00:00:00.000;9317.2000;2;PAGATO;2016-07-28 00:00:00.000;427726
C  2853;FTE/2016/1367;Fatt. clienti estero;2016;FTE;1367;;2016-07-28 00:00:00.000;2016-10-26 00:00:00.000;306.0000;2;PAGATO;2016-09-22 00:00:00.000;427747
C  1026;FTS/2016/3307;Fattura servizi;2016;FTS;3307;;2016-07-29 00:00:00.000;2016-11-30 00:00:00.000;3500.0000;2;PAGATO;2016-12-09 00:00:00.000;427775
C  1515;FTE/2016/1370;Fatt. clienti estero;2016;FTE;1370;;2016-07-29 00:00:00.000;2016-07-29 00:00:00.000;5062.5000;2;PAGATO;2016-07-29 00:00:00.000;427830
C  1888;FTE/2016/1371;Fatt. clienti estero;2016;FTE;1371;;2016-07-29 00:00:00.000;2016-09-27 00:00:00.000;17190.0000;0;NON EMESSO;NULL;427852
C  2345;FTE/2016/1373;Fatt. clienti estero;2016;FTE;1373;;2016-07-29 00:00:00.000;2016-11-30 00:00:00.000;23320.0000;2;PAGATO;2016-12-02 00:00:00.000;427855
C  1026;FTE/2016/1375;Fatt. clienti estero;2016;FTE;1375;;2016-07-29 00:00:00.000;2016-11-30 00:00:00.000;21100.0000;2;PAGATO;2016-12-09 00:00:00.000;427857
C  2230;FTE/2016/1377;Fatt. clienti estero;2016;FTE;1377;;2016-07-29 00:00:00.000;2016-09-27 00:00:00.000;1280.0000;2;PAGATO;2016-09-29 00:00:00.000;427862
C  1026;FTE/2016/1379;Fatt. clienti estero;2016;FTE;1379;;2016-07-29 00:00:00.000;2016-11-30 00:00:00.000;2370.0000;2;PAGATO;2016-12-09 00:00:00.000;427864
C  1701;FTE/2016/1381;Fatt. clienti estero;2016;FTE;1381;;2016-07-29 00:00:00.000;2016-11-26 00:00:00.000;21945.7000;2;PAGATO;2016-12-16 00:00:00.000;427869
C  2591;FTE/2016/1383;Fatt. clienti estero;2016;FTE;1383;;2016-07-29 00:00:00.000;2016-07-29 00:00:00.000;12546.0000;2;PAGATO;2016-07-29 00:00:00.000;427924
C  2404;FTE/2016/1385;Fatt. clienti estero;2016;FTE;1385;;2016-07-29 00:00:00.000;2016-09-30 00:00:00.000;13922.4500;2;PAGATO;2016-11-04 00:00:00.000;427956
C  1701;FTE/2016/1387;Fatt. clienti estero;2016;FTE;1387;;2016-07-29 00:00:00.000;2016-11-26 00:00:00.000;10250.0000;2;PAGATO;2016-12-16 00:00:00.000;427959
C  1026;FTE/2016/1389;Fatt. clienti estero;2016;FTE;1389;;2016-07-29 00:00:00.000;2016-11-30 00:00:00.000;20338.7500;2;PAGATO;2016-12-09 00:00:00.000;427962
C  1026;FTE/2016/1391;Fatt. clienti estero;2016;FTE;1391;;2016-07-29 00:00:00.000;2016-11-30 00:00:00.000;300.0000;2;PAGATO;2016-12-09 00:00:00.000;427967
C  2389;FTE/2016/1393;Fatt. clienti estero;2016;FTE;1393;;2016-07-29 00:00:00.000;2016-10-31 00:00:00.000;8678.5000;2;PAGATO;2016-11-03 00:00:00.000;427970
C  2335;FTS/2016/3308;Fattura servizi;2016;FTS;3308;;2016-07-29 00:00:00.000;2016-09-30 00:00:00.000;4504.2400;2;PAGATO;2016-10-07 00:00:00.000;427994
C  1568;FTS/2016/3309;Fattura servizi;2016;FTS;3309;;2016-07-29 00:00:00.000;2016-07-29 00:00:00.000;100.0000;0;NON EMESSO;NULL;427995
C  1499;FTE/2016/1395;Fatt. clienti estero;2016;FTE;1395;;2016-08-01 00:00:00.000;2016-10-30 00:00:00.000;20381.4000;2;PAGATO;2016-11-10 00:00:00.000;428054
C    51;FTI/2016/3312;Fatt. clienti italia;2016;FTI;3312;;2016-07-29 00:00:00.000;2016-10-31 00:00:00.000;2537.6000;2;PAGATO;2016-11-09 00:00:00.000;428087
C    67;FTI/2016/3314;Fatt. clienti italia;2016;FTI;3314;;2016-07-29 00:00:00.000;2016-11-30 00:00:00.000;17568.0000;2;PAGATO;2016-12-12 00:00:00.000;428090
C    85;FTI/2016/3316;Fatt. clienti italia;2016;FTI;3316;;2016-07-29 00:00:00.000;2016-09-30 00:00:00.000;1951.2100;2;PAGATO;2016-07-29 00:00:00.000;428092
C    88;FTI/2016/3318;Fatt. clienti italia;2016;FTI;3318;;2016-07-29 00:00:00.000;2016-11-30 00:00:00.000;159771.2000;2;PAGATO;2016-12-22 00:00:00.000;428094
